Name,Institute,Country,Year
"shen, dandan","shandong  university","","2025"
"Prozorova, Veronika","Czech Technical University in Prague","","2025"
"Fang, Yi","","","2025"
"Duckworth, Emilie","","","2025"
"Csanad, Mate","Eotvos University, Budapest","","2025"
"Singha, Subhash","","","2025"
"Robertson III, Charles","Purdue University","","2025"
"Jin, Yixuan","Central China Normal University","","2025"
"Vazquez Doce, Oton","INFN e Laboratori Nazionali di  Frascati (IT)","","2025"
"Ceska, Jakub","","","2025"
"Li, Ziyang","","","2025"
"Isshiki, Moe","University of Tsukuba","","2025"
"Jin, Chenliang","","","2025"
"Jaiswal, Sunil","Ohio State University","","2025"
"Frascà, Ferdinando","","","2025"
"Scharmann, Karina","Justus-Liebig-Universität Gießen","","2025"
"Rustamov, Anar","GSI Helmholtzzentrum für Schwerionenforschung GmbH","","2025"
"Stroth, Joachim","Goethe-University and GSI","","2025"
"Orlinski, Jan","","","2025"
"Shah, Syed Uzair Ahmed","Jan Kochanowski University (PL)","","2025"
"Grebieszkow, Katarzyna","Warsaw University of Technology (PL)","","2025"
"Grossberndt, Skaydi","Graduate Center and Baruch College, CUNY","","2025"
"Hwang, Jaein","Korea University (KR)","","2025"
"Umaka, Ejiro Naomi","Brookhaven National Laboratory (US)","","2025"
"Sayki, Bade","Los Alamos National Laboratory","","2025"
"Lis, Daniel","","","2025"
"Zhang, Jingyu","Fudan university","","2025"
"Ma, Weihu","Fudan university","","2025"
"Sekiguchi, Yuko","University of Tokyo (JP)","","2025"
"MARSHALL, THOMAS","","","2025"
"Ottino, Gregory","Lawrence Berkeley National Laboratory","","2025"
"Li, Xuan","Los Alamos National Laboratory","","2025"
"Taseer, Muhammad Farhan","Institute of Modern Physics, Chinese Academy of Sciences, Lanzhou, China","","2025"
"Ye, Zhenyu","Lawrence Berkeley National Lab. (US)","","2025"
"Constantin, Lucas","","","2025"
"Huang, Yuqing","","","2025"
"mi, ke","","","2025"
"Nugara, Vincenzo","","","2025"
"Qin, Guangyou","Central China Normal University","","2025"
"Blaschke, David","Uniwersytet Wrocławski","","2025"
"Ivanytskyi, Oleksii","University of Wroclaw","","2025"
"Preghenella, Roberto","INFN, Bologna (IT)","","2025"
"Wu, Bin","University of Santiago de Compostela","","2025"
"Cuntín., Iván","University of Santiago de Compostela","","2025"
"Qian, Wenyang","University of Santiago de Compostela","","2025"
"Rodriguez, Adrian","","","2025"
"Zhang, Liuyao","Fudan University (CN)","","2025"
"Shirke, Swarnim","Inter-University Centre for Astronomy and Astrophysics","","2025"
"Rajagopal, Krishna","Massachusetts Inst. of Technology (US)","","2025"
"Budhraja, Ankita","Nikhef","","2025"
"Zhang, Cheng","Central China Normal University","","2025"
"Zhu, Jie","Central China Normal University","","2025"
"Werthmann, Clemens","Ghent University","","2025"
"Jahan, Johannès","University of Houston - Department of Physics","","2025"
"Mu, Yushan","Fudan University","","2025"
"Zhang, Zhong-Hua","Fudan University","","2025"
"Horowitz, William Alexander","University of Cape Town (ZA)","","2025"
"Gu, Jin-Biao","Central China Normal University","","2025"
"Li, Jianing","","","2025"
"Feng, Yi Heng","","","2025"
"Chen, Hao-Lei","Fudan University","","2025"
"Zhao, Shujun","","","2025"
"Bajda, Mateusz Ludwik","Jagiellonian University (PL)","","2025"
"Pauly, Christian","Wuppertal University","","2025"
"Shi, Yu","Ecole Polytechnique","","2025"
"Dimri, Aman","Stony Brook University (US)","","2025"
"Scheihing, Bruno","KITP, University of California, Santa Barbara","","2025"
"Wiedemann, Urs","CERN","","2025"
"Paquet, Jean-Francois","Vanderbilt University","","2025"
"Murgana, Fabrizio","Università degli studi di Catania, Goethe Universitat Frankfurt","","2025"
"Minissale, Vincenzo","","","2025"
"Torres-Rincon, Juan","Universitat de Barcelona","","2025"
"Gebhard, Jannis","","","2025"
"Giacalone, Giuliano","","","2025"
"Bartels, Lea","Heidelberg University","","2025"
"Zhou, Luyao Fabian","ITP Heidelberg","","2025"
"Jeon, Sangyong","","","2025"
"Chattopadhyay, Chandrodoy","North Carolina State University","","2025"
"Eser, Juergen","","","2025"
"Sharell, Uri","University of Oxford","","2025"
"Yadav, Arun Kumar","Department of Atomic Energy (IN)","","2025"
"Yin, Shi","Institute for Theoretical Physics, Justus Liebig University Giessen","","2025"
"De Lescluze, Matisse","","","2025"
"Pandey, Harshit","The Institute of Mathematical Sciences, Chennai, India","","2025"
"Schmidt, Christian","Bielefeld University","","2025"
"Roy, Jyotirmoy","","","2025"
"Fu, Baochi","","","2025"
"Y, Morino","KEK-IPNS","","2025"
"Gonçalves Mendes Madureira, Nuno Olavo","LIP/IST","","2025"
"A. Gonçalves, João","LIP - IST","","2025"
"Ejima, Ren","Hiroshima University (JP)","","2025"
"Giacosa, Francesco","Kielce University","","2025"
"Pavan, Pavan","","","2025"
"Panova, Oleksandra","Jan Kochanowski University (PL)","","2025"
"VIOQUE RODRIGUEZ, ANDREA","Universidad Complutense Madrid","","2025"
"Abboud, Nick","University of Illinois at Urbana-Champaign","","2025"
"Gao, Han","","","2025"
"López Pardo, Víctor","","","2025"
"Shanker, Ravi","The Institute of Mathematical Sciences","","2025"
"Mykhaylova, Valeriya","Jagiellonian University in Kraków & University of Wrocław","","2025"
"Sharma, Abhishek Kumar","Aligarh Muslim University, Aligarh","","2025"
"Huang (Speaker), Yiming","Fudan University","","2025"
"Coci, Gabriele","Università di Catania, Dipartimento di Fisica e Astronomia ""E. Majorana""","","2025"
"Sterba, Jakub","","","2025"
"Herold, Christoph","Suranaree University of Technology","","2025"
"Samanta, Rupam","AGH University of Krakow, Poland","","2025"
"Götz, Niklas","","","2025"
"Sass, Nils","","","2025"
"Du Plessis, Jean","","","2025"
"Das, Rudrapriya","Bose Institute","","2025"
"Pooja, Pooja","University of Jyväskylä","","2025"
"Sheng, Xin-Li","INFN Firenze, Italy","","2025"
"Dey, Debarshi","Indian Institute of Technology Bombay","","2025"
"Leitão, Marco","LIP - Lisbon & IST-UL","","2025"
"Kolbe, Isobel","University of the Witwatersrand (ZA)","","2025"
"Tomasik, Boris","Czech Technical University  in Prague (CZ)","","2025"
"CHEN, Lin","Instituto Galego de Fisica de Altas Enerxias - IGFAE","","2025"
"Duan, Xiang-Pan","Fudan University","","2025"
"Seabi, Magdeline","Nelson Mandela University","","2025"
"B R, Vyshakh","Tata Institute of Fundamental Research, Mumbai","","2025"
"Tinti, Leonardo","Uniwersytet Jana Kochanowskiego w Kielcach","","2025"
"Horvath, Anna","","","2025"
"Florkowski, Wojciech","Jagiellonian University","","2025"
"Oei, Naomi","","","2025"
"Brito, Caio","Universidade Federal Fluminense","","2025"
"Romero Jorge, Adrian William","FIAS, Frankfurt Univ.","","2025"
"Rabelo Soares, Gabriel","Unicamp","","2025"
"Goncalves, Kayman Jhosef","Unicamp","","2025"
"Le Roux, Chiara","","","2025"
"Reichert, Tom","","","2025"
"Marcinek, Antoni","Polish Academy of Sciences (PL)","","2025"
"Grishmanovskii, Ilia","ITP, Frankfurt","","2025"
"Mallick, Neelkamal","University of Jyväskylä","","2025"
"Barnafoldi, Gergely Gabor","HUN-REN Wigner Research Centre for Physics (HU)","","2025"
"Taghavi, Seyed Farid","Technische Universitaet Muenchen (DE)","","2025"
"Porfy, Barnabas","HUN-REN Wigner Research Centre for Physics (HU)","","2025"
"Roth, Johannes","","","2025"
"Qian  Chen, Qian  Chen","Guangxi Normal University","","2025"
"Kovács, László","","","2025"
"Zhao, Xinli","University of Shanghai for Science and Technology","","2025"
"Bierlich, Christian","Lund University (SE)","","2025"
"Parotto, Paolo","","","2025"
"Rosenkvist, Carl","Frankfurt Institute for Advanced Studies","","2025"
"Win, Thandar Zaw","IIT Bhilai","","2025"
"Marattukalam, Dani Rose J","Indian Institute of Technology Bhilai","","2025"
"Li, Fu-Peng","Central China Normal University","","2025"
"Mehrabpour, Hadi","Peking Univresity","","2025"
"Dong, Wenbo","University of Science and Technology of China","","2025"
"Gordeev, Andrew","","","2025"
"Kumar, Deepak","Institute of Physics","","2025"
"Siqueira Domingues, Thiago","","","2025"
"Fujii, Shin-ei","Sophia Univ.","","2025"
"Reyna Ortiz, Valeria Zelina","Jan Kochanowski University (PL)","","2025"
"Yin, Yi-Liang","","","2025"
"Ayriyan, Alexander","University of Wroclaw & AANL","","2025"
"Vitiuk, Oleksandr","University of Wroclaw (PL)","","2025"
"Omana Kuttan, Manjunath","Frankfurt Institute for Advanced Studies","","2025"
"Kähler, Philipp","Institut für Kernphysik, Universität Münster","","2025"
"PASSARELLA, LUCA","","","2025"
"Hofmann, Marco","","","2025"
"Mauldin, Justin","Frankfurt University","","2025"
"PerFig, Omar","","","2025"
"Zhao, Jie","Fudan University","","2025"
"Nandi, Basanta Kumar","IIT- Indian Institute of Technology (IN)","","2025"
"Sampaio Santos, João Paulo","UERJ","","2025"
"Sieke, Leon","Justus-Liebig-Universität Giessen","","2025"
"Riedel, Cedric John Norbert","","","2025"
"Nathanson, Nina","University of Copenhagen (DK)","","2025"
"Ristea, Catalin-Lucian","Institute of Space Science  subsidiary of INFLPR (RO)","","2025"
"Chiarini, Annamaria","","","2025"
"Hügel, Jens Andreas","","","2025"
"Li, Pei","Fudan University","","2025"
"Pruneau, Claude Andre","Wayne State University (US)","","2025"
"dai, siwei","CENTRAL CHINA NORMAL UNIVERSITY","","2025"
"Ristea, Oana","University of Bucharest, Faculty of Physics","","2025"
"Ramirez Zaldivar, Dario Alberto","","","2025"
"Dvořák, Radim","","","2025"
"Kröger, Lisa","","","2025"
"Harhoff, Mattis","Universität Bielefeld","","2025"
"Collazo Sánchez, Lady Maryann","","","2025"
"Vogel, Jessica Ou Ya","","","2025"
"Hoffmann, Yannik","Universität Bielefeld","","2025"
"Bondar, Yehor","Jan Kochanowski University (PL)","","2025"
"Subramani, Pavish","","","2025"
"Neidig, TIm","","","2025"
"Singh, Arpit","Indian Institute of Technology Bombay","","2025"
"Martins Campos Almeida Arneiro, Jhoao Gabriel","Universidade de Sao Paulo (BR)","","2025"
"Feier-Riesen, Cornelius","","","2025"
"Glassel, Susanne","","","2025"
"Liu, DaiNeng","Institute of Modern Physics, Fudan University, Shanghai, China","","2025"
"Kimelman, Benjamin","Vanderbilt University","","2025"
"Mari Surkau, Tomas","CPHT - Ecole Polytechnique, IP Paris, CNRS","","2025"
"Zhou, Wen-Hao","西安航空学院","","2025"
"Jamal, Mohammad Yousuf","Institute of Particle Physics, Central China Normal University, Wuhan 430079, China","","2025"
"Singh, Kamaljeet","Indian Institute of Technology  Indore (IN)","","2025"
"Dang, Yichao","Shandong University","","2025"
"Goswami, Kangkan","Indian Institute of Technology Indore","","2025"
"Gholami, Hosein","TU Darmstadt","","2025"
"Singha, Pracheta","west university of Timisoara","","2025"
"Bhattacharyya, Trambak","Jan Kochanowski University","","2025"
"Nie, Maowu","Shandong University (CN)","","2025"
"Liu, Lumeng","Fudan University","","2025"
"Arnaldi, Roberta","Universita e INFN Torino (IT)","","2025"
"Liu, Lu-Meng","","","2025"
"Tiwari, Abhishek","Indian Institute of Technology Roorkee","","2025"
"Brants, Robbe","","","2025"
"Spousta, Martin","Charles University","","2025"
"Nødtvedt, Mathias Pavely","NTNU","","2025"
"Chen, Xun","University of South China","","2025"
"Karmakar, Bithika","University of Wroclaw","","2025"
"Rath, Shubhalaxmi","Universidad de Tarapacá","","2025"
"Wissmann, Jan","Universität Münster","","2025"
"Faraday, Coleridge","University of Cape Town (ZA)","","2025"
"Tarasovicova, Lucia Anna","Pavol Jozef Safarik University (SK)","","2025"
"Fang, Shuo","USTC","","2025"
"Kong, Yuli","Central China Normal University","","2025"
"Hu, Qiang","","","2025"
"Wang, Jianqiao","Tsinghua University (CN)","","2025"
"Kang, Youen","Tsinghua University (CN)","","2025"
"Dong, Chenzhi","Tsinghua University (CN)","","2025"
"Kohls, Marvin","","","2025"
"Kołaś, Jędrzej","Warsaw University of Technology","","2025"
"Kardan Halvai, Behruz","Johann-Wolfgang-Goethe Univ. (DE)","","2025"
"Ambrus, Victor Eugen","West University of Timisoara (RO)","","2025"
"Kim, Sukyung","Bergische Universtaet Wuppertal","","2025"
"Yang, Zhuoheng","Stony Brook University","","2025"
"Dwibedi, Ashutosh","Indian Institute of Technology Bhilai (IIT Bhilai)","","2025"
"Falcão, Alexandre","University of Bergen","","2025"
"Aich, Prasanjit","Indian Institute of Science, Bangalore","","2025"
"Petri, Marc-André","Bergische Universität Wuppertal","","2025"
"Murakami, Hikari","Nagoya University (JP)","","2025"
"GOSSIAUX, Pol-Bernard","","","2025"
"CHENG, YUNSHAN","","","2025"
"Hontarenko, Mykhailo","Jagiellonian University","","2025"
"Łygan, Natalia","Institute of Theoretical Physics, Jagiellonian University, Kraków","","2025"
"Rodriguez Garces, Dairon","","","2025"
"De Martin, Chiara","Universita e INFN Trieste (IT)","","2025"
"Lee, Jimun","Sejong University (KR)","","2025"
"Liang-Gilman, Beatrice","University of California Berkeley (US)","","2025"
"Choi, Changhwan","Pusan National University (KR)","","2025"
"Ryu, Jaehyeok","Pusan National University (KR)","","2025"
"Frantz, Justin Edward","","","2025"
"Drogosz, Zbigniew","Jagiellonian University","","2025"
"Hatwar, Nikhil","Indian Institute of Technology - Bombay, Mumbai, India","","2025"
"Wei, Minghua","Anhui University of Science and Technology","","2025"
"Lee, Hyungjun","Sungkyunkwan University (KR)","","2025"
"Kim, Dongguk","Sungkyunkwan University (KR)","","2025"
"Mushtaq, Zaiba","Institute of Modern Physics, CAS/University of Chinese Academy of Sciences, Beijing China","","2025"
"Pătuleanu, Tudor","West University of Timișoara","","2025"
"Yoda, Koshiro","University of Tsukuba (JP)","","2025"
"Urioni, Marta","Universita e INFN Trieste (IT)","","2025"
"Kunkel, Selina","","","2025"
"Singh, Rajeev","West University of Timisoara, Romania","","2025"
"Li, Ke","Huzhou University","","2025"
"Pitz, Sarah Louisa","Goethe Universität Frankfurt am Main","","2025"
"Huang, Wei-Ping","Central China Normal University","","2025"
"RATHER, Dr. ISHFAQ AHMAD","Institute for Theoretical Physics, Goethe University, 60438 Frankfurt am Main, Germany","","2025"
"Hu, Yu","","","2025"
"Klinger, Jan Philipp","Goethe University Frankfurt","","2025"
"Lowdon, Peter","Goethe University Frankfurt","","2025"
"Fries, Rainer","Texas A&M University","","2025"
"Lind, Alexander","LNF INFN","","2025"
"Avramescu, Dana","University of Jyväskylä","","2025"
"Wang, Lei","Shandong University","","2025"
"Motta, Theo","Justus Leibig University Gießen","","2025"
"Apolinario, Liliana","LIP (PT)","","2025"
"Szymański, Michał","University of Wroclaw","","2025"
"Virta, Maxim","University of Jyväskylä","","2025"
"Almaalol, Dekrayat","University of Illinois Urbana-Champaign","","2025"
"Guo, Xingyu","South China Normal Univeristy","","2025"
"Paulo Picchetti, João","","","2025"
"Kaminski, Matthias","","","2025"
"Massen, Olaf","Nikhef National institute  for subatomic physics (NL)","","2025"
"Spier, Mika","","","2025"
"Meyer-Ahrens, Adrian","","","2025"
"Soares Rocha, Gabriel","","","2025"
"Bernardinis, Lorenzo","Universita e INFN Trieste (IT)","","2025"
"Calmon Behling, Maria Alejandra","Goethe University Frankfurt (DE)","","2025"
"Bandyopadhyay, Aritra","","","2025"
"Sattler, Robin","","","2025"
"Matejcek, Franz","Goethe-Universität Frankfurt, Institut für Kernphysik","","2025"
"Radhakrishnan, Sooraj","Kent State University/Lawrence Berkeley National Laboratory","","2025"
"Zbroszczyk, Hanna","Warsaw University of Technology (PL)","","2025"
"Roland, Christof","Massachusetts Inst. of Technology (US)","","2025"
"Esha, Roli","Center for Frontiers in Nuclear Science, Stony Brook University","","2025"
"Boettcher, Thomas","Los Alamos National Laboratory (US)","","2025"
"Wang, Jing","CERN","","2025"
"Longo, Riccardo","Univ. Illinois at Urbana Champaign (US)","","2025"
"Schmah, Alexander","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2025"
