Name,Institute,Country,Year
"Stephanov, Misha","UIC","","2017"
"Cao, Shanshan","Wayne State University","","2017"
"He, Liang","Purdue University","","2017"
"Alves Garcia Prado, Caio","Universidade de Sao Paulo (BR)","","2017"
"Nagashima, Kazuya","Hiroshima University","","2017"
"da Silva, Cesar Luiz","Los Alamos National Lab","","2017"
"Cole, Brian","Columbia University (US)","","2017"
"Bzdak, Adam","AGH University of Science and Technology","","2017"
"Ghiglieri, Jacopo","CERN (CH)","","2017"
"Lombardo, Maria Paola","INFN","","2017"
"Gupta, Sourendu","TIFR, Mumbai","","2017"
"Casula, Ester Anna Rita","Universita e INFN, Cagliari (IT)","","2017"
"Borsanyi, Szabolcs","University of Wuppertal","","2017"
"Vislavicius, Vytautas","Lund University (SE)","","2017"
"Chen, Zhenyu","Rice University (US)","","2017"
"Flores, Chad Steven","University of California Davis (US)","","2017"
"Todoroki, Takahito","Brookhaven National Laboratory","","2017"
"Jimenez, Tonatiuh","Ruprecht-Karls-Universitaet Heidelberg (DE)","","2017"
"Lardeux, Antoine","University of Oslo (NO)","","2017"
"Das, Indranil","Saha Institute of Nuclear Physics (IN)","","2017"
"Noronha, Jorge","University of Sao Paulo","","2017"
"Marfatia, Zalak","Sardar Vallabhbahi National Institute of Technology","","2017"
"Chien, Yang-Ting","Massachusetts Institute of Technology","","2017"
"Peuron, Jarkko","University of Jyväskylä","","2017"
"Tomasik, Boris","Univerzita Mateja Bela (SK)","","2017"
"Kotov, Andrey","","","2017"
"Zhang, Chunjian","Shanghai Institute of Applied Physics","","2017"
"zhao, jiaxing","","","2017"
"Sen, Srimoyee","University of Arizona","","2017"
"Paakkinen, Petja","University of Jyväskylä","","2017"
"Thakkar, Kaushal","","","2017"
"Soto Ontoso, Alba","UGR/FIAS","","2017"
"Rasoanaivo, Andriniaina","University of Cape Town","","2017"
"Li, Hanlin","Wuhan University of Science and Technology & Purdue University","","2017"
"Mace, Mark","Stony Brook University","","2017"
"Li, Ming","University of Minnesota, Twin Cities","","2017"
"Xu, Haojie","Peking University","","2017"
"Nattrass, Christine","University of Tennessee (US)","","2017"
"Barnafoldi, Gergely Gabor","Wigner RCP Hungarian Academy of Sciences (HU)","","2017"
"Lopez-Ruiz, Miguel Angel","Indiana University","","2017"
"Li, Feng","Frankfurt Institute for Advanced Study","","2017"
"Steinheimer, Jan","FIAS, Frankfurt","","2017"
"Chen, Lin","Central China Normal University","","2017"
"Jiang, Kun","University of Science and Technology of China","","2017"
"TAYA, Hidetoshi","The University of Tokyo","","2017"
"Alba, Paolo Giuseppe","","","2017"
"Chao, Jingyi","Institute of Modern Physics, CAS","","2017"
"Sun, Xu","Central China Normal University","","2017"
"Shah, Manan","PDPIAS, CHARUSAT","","2017"
"Gorda, Tyler","University of Helsinki","","2017"
"Abdelrahman""Magdy"", Niseem","Stony Brook University","","2017"
"Yang, Shuai","Brookhaven National Laboratory","","2017"
"Steinert, Thorsten","JLU Giessen","","2017"
"Trogolo, Stefano","Universita e INFN Torino (IT)","","2017"
"Seifert, Eduard","University of Giessen","","2017"
"Huovinen, Pasi","University of Wroclaw","","2017"
"attems, maximilian","University of Barcelona","","2017"
"Steinberg, Vinzent","FIAS","","2017"
"hernandez, luis","Department of Physics, UCT","","2017"
"Lee, Songkyo","Korea University (KR)","","2017"
"Baty, Austin Alan","Massachusetts Inst. of Technology (US)","","2017"
"Wang, Jing","Massachusetts Inst. of Technology (US)","","2017"
"Innocenti, Gian Michele","Massachusetts Inst. of Technology (US)","","2017"
"Boren, Samuel Steed","The University of Kansas (US)","","2017"
"Ryu, Sangwook","Frankfurt Institute for Advanced Studies","","2017"
"Trzaska, Wladyslaw Henryk","University of Jyvaskyla (FI)","","2017"
"Katz, Roland","University of São Paulo","","2017"
"Sun, Yifeng","Texas A&M University","","2017"
"Milov, Alexander","Weizmann Institute of Science (IL)","","2017"
"Porteboeuf, Sarah","Univ. Blaise Pascal Clermont-Fe. II (FR)","","2017"
"Liu, Peifeng","Stony Brook University","","2017"
"Zhou, Zhuo","University of Bergen (NO)","","2017"
"Liu, Shuai","Texas A&M University","","2017"
"Aoki, Kazuya","KEK","","2017"
"Yi, Li","Yale University","","2017"
"Okai, Michito","Sophia University","","2017"
"Du, Xiaojian","Texas A&M University","","2017"
"Bartz, Sean","Macalester College","","2017"
"Grassi, Frederique","","","2017"
"Hongo, Masaru","RIKEN, iTHES research group","","2017"
"Xu, Yingru","Duke University","","2017"
"Sarkar, Debojit","Department of Atomic Energy (IN)","","2017"
"Mischke, Andre","Utrecht University (NL)","","2017"
"Arnold, Oliver Werner","Technische Universitaet Muenchen (DE)","","2017"
"Thakur, Lata","Physical Research Laboratory, Ahmedabad","","2017"
"Dubey, Anand Kumar","Variable Energy Cyclotron Centre, Kolkata (IN)","","2017"
"Gavin, Sean","Wayne State University","","2017"
"Ramamurti, Adith","Stony Brook University","","2017"
"Watanabe, Kazuhiro","ODU/JLab","","2017"
"Zhou, Kai","FIAS, Goethe-University Frankfurt am Main","","2017"
"Rose, Steven","Texas A&M University","","2017"
"Huang, Jin","Brookhaven National Lab","","2017"
"Ferraioli, Chris","University of Maryland (US)","","2017"
"Lebedev, Alexandre","Iowa State University","","2017"
"Lee, Yen-Jie","Massachusetts Inst. of Technology (US)","","2017"
"Verweij, Marta","CERN","","2017"
"Robbe, Patrick","Universite de Paris-Sud 11 (FR)","","2017"
"Kaczmarek, Olaf","University of Bielefeld","","2017"
"Dong, Xin","Lawrence Berkeley National Lab","","2017"
"Wang, Qun","University of Science and Technology of China","","2017"
"Rapp, Ralf","Texas A&M University","","2017"
"Scomparin, Enrico","INFN","","2017"
"Greco, Vincenzo","University of Catania","","2017"
"Paquet, Jean-Francois","Stony Brook University","","2017"
"Campbell, Sarah","Columbia University (US)","","2017"
"Pablos, Daniel","Universitat de Barcelona","","2017"
"Li, Wei","Rice University (US)","","2017"
"Noronha-Hostler, Jacquelyn","University of Houston","","2017"
"Cunqueiro Mendez, Leticia","Westfaelische Wilhelms-Universitaet Muenster (DE)","","2017"
"Sorensen, Paul","BNL","","2017"
"Caines, Helen","Yale University","","2017"
"Perepelitsa, Dennis","University of Colorado Boulder","","2017"
"Schenke, Bjoern","Brookhaven National Lab","","2017"
"Ohlson, Alice","Ruprecht-Karls-Universitaet Heidelberg (DE)","","2017"
"Aidala, Christine","","","2017"
"Jeon, Sangyong","McGill University","","2017"
"Roland, Gunther","Massachusetts Inst. of Technology (US)","","2017"
"Bass, Steffen A.","Duke University","","2017"
"van der Schee, Wilke","MIT","","2017"
"Yan, Li","CNRS","","2017"
"Hirono, Yuji","Brookhaven National Laboratory","","2017"
"Voloshin, Sergei","Wayne State University","","2017"
"Voloshin, Sergey","Wayne State University (US)","","2017"
"Paukkunen, Hannu","University of Jyväskylä","","2017"
"Sekiguchi, Yu-ichiro","","","2017"
"Xiao, Bo-Wen","Central China Normal University","","2017"
"Pratt, Scott","Michigan State University","","2017"
"Klein, Spencer","LBNL","","2017"
"Petersen, Hannah","Frankfurt Institute for Advanced Studies","","2017"
"Bi, Ran","Massachusetts Inst. of Technology (US)","","2017"
"Havener, Laura Brittany","Columbia University (US)","","2017"
"Yu, Ning","Central China Normal University CCNU","","2017"
"Upsal, Isaac","Ohio State University","","2017"
"Sakai, Azumi","","","2017"
"Zhou, You","Niels Bohr Institute (DK)","","2017"
"Majka, Richard Daniel","Yale University (US)","","2017"
"Slovak, Radim","Charles University (CZ)","","2017"
"Bertens, Redmer Alexander","University of Tennessee, Knoxville","","2017"
"Pasztor, Attila","Wuppertal University","","2017"
"Strickland, Michael","Kent State University","","2017"
"Gardim, Fernando","Federal University of Alfenas","","2017"
"Mazeliauskas, Aleksas","","","2017"
"Belmont, Ron","University of Colorado Boulder","","2017"
"Christensen, Christian Holm","University of Copenhagen (DK)","","2017"
"Tywoniuk, Konrad","CERN","","2017"
"Tuo, Shengquan","Vanderbilt University (US)","","2017"
"Arnold, Peter","University of Virginia","","2017"
"Blume, Christoph","IKF, Uni-Frankfurt","","2017"
"Kojo, Toru","Central China Normal University","","2017"
"Krizek, Filip","Acad. of Sciences of the Czech Rep. (CZ)","","2017"
"Petreska, Elena","Nikhef/VU Amsterdam","","2017"
"Qin, Guang-You","Central China Normal University","","2017"
"Zardoshti, Nima","University of Birmingham (GB)","","2017"
"Monnai, Akihiko","Institut de Physique Théorique, CNRS/CEA","","2017"
"Romatschke, Paul","University of Colorado, Boulder","","2017"
"Lim, Sanghoon","LANL","","2017"
"Cho, Sungtae","Kangwon National University","","2017"
"SHI, Shuzhe","Indiana University","","2017"
"Parotto, Paolo","University of Houston","","2017"
"Tinti, Leonardo","Jan Kochanowski University","","2017"
"Hauksson, Sigtryggur","McGill University","","2017"
"Chattopadhyay, Chandrodoy","Tata Institute of Fundamental Research","","2017"
"Eskola, Kari J.","University of Jyvaskyla","","2017"
"Hosokawa, Ritsuya","University of Tsukuba (JP)","","2017"
"Wang, Hongkai","Nikhef National institute  for subatomic physics (NL)","","2017"
"Horak, David","Czech Technical University (CZ)","","2017"
"Uras, Antonio","Universite Claude Bernard-Lyon I (FR)","","2017"
"Hattori, Koichi","Fudan University","","2017"
"Weber, Steffen Georg","Technische Universitaet Darmstadt (DE)","","2017"
"Kumar, Amit","Wayne State University","","2017"
"Yin, Yi","MIT","","2017"
"Auvinen, Jussi","Duke University","","2017"
"Meehan, Kathryn","UC Davis","","2017"
"Schuldes, Heidi","GU Frankfurt","","2017"
"Huang, Xu-Guang","Fudan University","","2017"
"Bernhard, Jonah","","","2017"
"Bazow, Dennis","","","2017"
"Martinez Guerrero, Mauricio","North Caroline State University","","2017"
"Denicol, Gabriel","McGill University","","2017"
"Shimomura, Maya","Nara Women's University (JP)","","2017"
"Yang, Chi","USTC","","2017"
"McDonald, Scott","McGill University","","2017"
"Luzum, Matthew","","","2017"
"Park, Sang Eon","Rice University (US)","","2017"
"Tanji, Naoto","Heidelberg University","","2017"
"Vazquez Doce, Oton","Technische Universitaet Muenchen (DE)","","2017"
"Wen, Liwen","","","2017"
"Zhou, Mingliang","State University of New York (US)","","2017"
"Saleh, Mohammad Ahmad","Wayne State University (US)","","2017"
"Pang, Long-Gang","Frankfurt Institute for Advanced Studies, Goethe University","","2017"
"Karsch, Frithjof","Brookhaven National Laboratory","","2017"
"Xing, Hongxi","Northwestern University / Argonne National Laboratory","","2017"
"Baym, Gordon","University of Illinois","","2017"
"Itakura, Kazunori","KEK","","2017"
"Stocco, Diego","Centre National de la Recherche Scientifique (FR)","","2017"
"d'Enterria, David","CERN","","2017"
"Senger, Peter","GSI","","2017"
"ogawa, akio","BNL","","2017"
"Mäntysaari, Heikki","Brookhaven National Laboratory","","2017"
"Schlichting, Soeren","University of Washington","","2017"
"Iancu, Edmond","IPhT Saclay","","2017"
"Kryshen, Evgeny","Petersburg Nuclear Physics Institut (RU)","","2017"
"Tapia Takaki, Daniel","The University of Kansas (US)","","2017"
"Dyndal, Mateusz","DESY","","2017"
"Escobedo Espinosa, Miguel Ángel","University of Jyvaskyla","","2017"
"Rajagopal, Krishna","Massachusetts Inst. of Technology (US)","","2017"
"Tachibana, Yasuki","Central China Normal University","","2017"
"Vauthier, Astrid","Centre National de la Recherche Scientifique (FR)","","2017"
"Caffarri, Davide","CERN","","2017"
"Andres Casas, Carlota","","","2017"
"SAHOO, NIHAR RANJAN","Texas A&M University","","2017"
"Kauder, Kolja","Wayne State University","","2017"
"Spousta, Martin","Charles University","","2017"
"Brewer, Jasmine","MIT","","2017"
"Osborn, Joseph","University of Michigan","","2017"
"Zharko, Sergei","Peter the Great Saint-Petersburg Polytechnic University","","2017"
"Novitzky, Norbert","Helsinki Institute of Physics (FI)","","2017"
"Teixeira De Almeida Milhano, Guilherme","Instituto Superior Tecnico (PT)","","2017"
"Pisarski, Robert","BNL","","2017"
"Basar, Gokce","University of Maryland, College Park","","2017"
"Mueller, Niklas","Heidelberg University","","2017"
"Akamatsu, Yukinao","Osaka University","","2017"
"Zhou, Long","USTC && BNL","","2017"
"Lopez Lopez, Jorge Andres","Federico Santa Maria Technical University (CL)","","2017"
"Barbano, Anastasia Maria","Universita e INFN Torino (IT)","","2017"
"Oh, Kunsu","Pusan National University (KR)","","2017"
"Maurice, Emilie Amandine","University of Liverpool (GB)","","2017"
"YE, ZAOCHEN","UNIVERSITY OF ILLINOIS AT CHICAGO","","2017"
"Gossiaux, Pol","Subatech","","2017"
"Esha, Roli","University of California - Los Angeles","","2017"
"Rothkopf, Alexander","Heidelberg University","","2017"
"Herold, Christoph","Suranaree University of Technology","","2017"
"Sharma, Sayantan","BNL","","2017"
"Kurkela, Eero Aleksi","CERN","","2017"
"Kawaguchi, Koji","","","2017"
"Guilbaud, Maxime","Rice University (US)","","2017"
"Kolbe, Isobel","University of Cape Town","","2017"
"Lakomov, Igor","CERN","","2017"
"Petreczky, Peter","BNL","","2017"
"Tarhini, Mohamad","Universite de Paris-Sud 11 (FR)","","2017"
"Ohno, Hiroshi","Center for Computational Sciences, University of Tsukuba","","2017"
"Wang, Ta-Wei","Massachusetts Inst. of Technology (US)","","2017"
"Martin Blanco, Javier","Centre National de la Recherche Scientifique (FR)","","2017"
"Sun, Jian","Purdue University (US)","","2017"
"Brandenburg, James","Rice University","","2017"
"Trzupek, Adam","Institute of Nuclear Physics Polish Academy of Sciences (PL)","","2017"
"Mohapatra, Soumya","Columbia University (US)","","2017"
"Winn, Michael Andreas","Universite de Paris-Sud 11 (FR)","","2017"
"Jacazio, Nicolo","Universita e INFN, Bologna (IT)","","2017"
"Moreira De Godoy, Denise Aparecida","Westfälische Wilhelms-Universität Münster","","2017"
"Angerami, Aaron","Columbia University (US)","","2017"
"Moreland, Scott","Duke University","","2017"
"Mocsy, Agnes","Pratt Institute","","2017"
"Peroutka, Balthazar","Iowa State University","","2017"
"Jamal, Mohammad Yousuf","IIT Gandhinagar, India","","2017"
"Majethiya, Ajay","V S PATEL COLLEGE OF ARTS AND SCIENCE, COLLEGE ROAD, BILIMORA, DIST NAVSARI, GUJARAT 396321, INDIA","","2017"
"Yang, Di-Lun","RIKEN","","2017"
"DAS, ARPAN","Institute of Physics, Bhubaneswar, India","","2017"
"Tang, Aihong","Brookhaven National Laboratory","","2017"
"Qian, Wei-Liang","Universidade de Sao Paulo","","2017"
"Grosa, Fabrizio","Politecnico e INFN Torino (IT)","","2017"
"Mukherjee, Ayon","Frankfurt Institute for Advanced Studies","","2017"
"Helenius, Ilkka","Tübingen University","","2017"
"Greif, Moritz","University of Frankfurt","","2017"
"Muhlheim, Daniel Michael","Westfaelische Wilhelms-Universitaet Muenster (DE)","","2017"
"Poppenborg, Hendrik","Westfaelische Wilhelms-Universitaet Muenster (DE)","","2017"
"Matyja, Adam Tomasz","Polish Academy of Sciences (PL)","","2017"
"Moschelli, George","Lawrence Technological University","","2017"
"Aiola, Salvatore","Yale University (US)","","2017"
"Lacey, Roy","Stony Brook University","","2017"
"Nasim, Md","UCLA","","2017"
"Sekihata, Daiki","Hiroshima University (JP)","","2017"
"Passfeld, Annika","Westfaelische Wilhelms-Universitaet Muenster (DE)","","2017"
"Murakami, Hikari","University of Tokyo (JP)","","2017"
"Pareek, Pooja","Indian Institute of Technology  Indore (IN)","","2017"
"Domenicis Gimenez, Diogenes","Universidade de Sao Paulo (BR)","","2017"
"Zhao, Jie","Purdue University","","2017"
"Jaiswal, Amaresh","GSI Helmholtzzentrum für Schwerionenforschung","","2017"
"Nakagomi, Hiroshi","Tsukuba University","","2017"
"Kincses, Dániel","Eötvös Loránd University","","2017"
"Plumberg, Christopher","","","2017"
"Luo, Siwei","","","2017"
"Harlenderová, Alena","STAR","","2017"
"Yao, Xiaojun","Duke University","","2017"
"Pósfay, Péter","Wigner Research Centre for Physics","","2017"
"Huang, Xinjie","Tsinghua Univ.","","2017"
"Nonaka, Toshihiro","University of Tsukuba","","2017"
"Chen, Xiaolong","USTC/LBNL","","2017"
"Sakai, Shingo","University of Tsukuba (JP)","","2017"
"huang, anping","Tsinghua Unversity","","2017"
"Wei, Shu-yi","CCNU","","2017"
"Shabetai, Alexandre","Centre National de la Recherche Scientifique (FR)","","2017"
"Lehner, Sebastian","Austrian Academy of Sciences (AT)","","2017"
"Stankus, Paul","Oak Ridge National Lab","","2017"
"Das, Sabita","Central China Normal University, Wuhan-430079, China","","2017"
"Chatterjee, Arghya","Variable Energy Cyclotron Centre, Kolkata","","2017"
"Parmar, Sonia","Panjab University (IN)","","2017"
"Lidrych, Jindřich","Czech Technical University in Prague","","2017"
"Fejos, Gergely","","","2017"
"Bellini, Francesca","Universita e INFN, Bologna (IT)","","2017"
"Ajitanand, Nuggehalli","State University of New York at Stony Brook","","2017"
"Kajimoto, Shiori","Osaka University","","2017"
"Bai, Xiaozhi","University of Illinois at Chicago","","2017"
"Leung, Yue Hang","Stony Brook University","","2017"
"Ewigleben, Justin","Lehigh University","","2017"
"Ke, Weiyao","Duke University","","2017"
"Koyithatta Meethaleveedu, Greeshma","IIT- Indian Institute of Technology (IN)","","2017"
"Weller, Ryan","University of Colorado at Boulder","","2017"
"Lin, Zi-Wei","Central China Normal University, East Carolina University","","2017"
"Khachatryan, Vladimir","Stony Brook University","","2017"
"Šaur, Miroslav","Nuclear Physics Institute of CAS","","2017"
"Festanti, Andrea","Universita e INFN, Padova (IT)","","2017"
"Jentsch, Alexander","UT Austin","","2017"
"Vorobyev, Ivan","Technische Universitaet Muenchen (DE)","","2017"
"Lomnitz, Michael","Kent State University","","2017"
"He, Yuncun","Central China Normal University, Wuhan","","2017"
"Singh, Mayank","McGill University","","2017"
"Do, Jaehyeon","","","2017"
"Danley, Tyler","Ohio University","","2017"
"Mishra, Madhukar","Birla Institute of Technology and Science Pilani, Pilani Campus","","2017"
"Choudhury, Subikash","Department of Atomic Energy (IN)","","2017"
"Vovchenko, Volodymyr","Frankfurt Institute for Advanced Studies","","2017"
"Thomas, Deepa","University of Texas (US)","","2017"
"Brown, Daniel","Lehigh University","","2017"
"Park, Chanwook","McGill University","","2017"
"Aleksandr, Dubinin","University of Wroclaw","","2017"
"Rose, Jean-Bernard","","","2017"
"Hulcher, Zachary","Massachusetts Inst. of Technology (US)","","2017"
"Altsybeev, Igor","St Petersburg State University (RU)","","2017"
"Singha, Subhash","","","2017"
"Huo, Peng","State University of New York (US)","","2017"
"Tu, Xiao","Columbia University (US)","","2017"
"Kremer, Jakub Andrzej","AGH University of Science and  Technology (PL)","","2017"
"Elsey, Nicholas","Wayne State University","","2017"
"Atchison, Joseph","Texas A&M University","","2017"
"Peng, Weizhuang","Vanderbilt University (US)","","2017"
"Sekiguchi, Yuko","University of Tokyo (JP)","","2017"
"Xie, Guannan","LBNL/USTC","","2017"
"Liu, Yanfang","TAMU","","2017"
"Alam, Sk Noor","Department of Atomic Energy (IN)","","2017"
"Buxton, Jesse Thomas","Ohio State University (US)","","2017"
"Oliveira Da Silva, Antonio Carlos","Universidade de Sao Paulo (BR)","","2017"
"Vassiliev, Iouri","GSI","","2017"
"Zyzak, Maksym","GSI","","2017"
"Gulbrandsen, Kristjan","University of Copenhagen (DK)","","2017"
"Basu, Sumit","Department of Atomic Energy (IN)","","2017"
"Wang, Yaping","Central China Normal University  CCNU (CN)","","2017"
"Bautista Guzman, Irais","Autonomous University of Puebla (MX)","","2017"
"Smith, Krista","Florida State University","","2017"
"Heuser, Johann","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2017"
"Deveaux, Christina","","","2017"
"Nayak, Tapan","Department of Atomic Energy (IN)","","2017"
"Pan, Jinjin","Wayne State University (US)","","2017"
"Mitsuka, Gaku","","","2017"
"Reed, Rosi Jan","Lehigh University","","2017"
"Canoa Roman, Veronica","Centro Invest. Estudios Avanz. IPN (MX)","","2017"
"Portillo, Israel","University of Houston","","2017"
"Garg, Prakhar","SUNY Stony Brook","","2017"
"Dehmelt, Klaus","State University of New York Stony Brook (US)","","2017"
"Yang, Zhidong","Texas A&M University","","2017"
"Okamoto, Kazuhisa","Nagoya University","","2017"
