Name,Institute,Country,Year
"Hirayama, Renan","FIAS","","2022"
"Kimura, Kento","Hiroshima University (JP)","","2022"
"Nishimura, Toru","","","2022"
"Soares Narciso Ferreira, Antonio Mauricio","University of Campinas","","2022"
"Shen, Diyu","","","2022"
"Shi, Yu","Shandong University","","2022"
"Mueller, David","TU Wien","","2022"
"van Hameren, Andreas","","","2022"
"Du, Xiaojian","Bielefeld University","","2022"
"Bazak, Sylwia","Jan Kochanowski University","","2022"
"Alkin, Anton","CERN","","2022"
"Huang, HuanZhong","UCLA","","2022"
"Denicol, Gabriel","Universidade Federal Fluminense","","2022"
"Quishpe, Raquel","University of Houston (US)","","2022"
"Dash, Ashutosh","Frankfurt University","","2022"
"Penttala, Jani","University of Jyväskylä (FI)","","2022"
"Jankowski, Jakub","University of Wroclaw","","2022"
"Giacalone, Giuliano","Universität Heidelberg","","2022"
"Ramasubramanian, Niveditha","Stony Brook University","","2022"
"Esha, Roli","Center for Frontiers in Nuclear Science, Stony Brook University","","2022"
"Connors, Megan","","","2022"
"Bichon, Luis","Vanderbilt University","","2022"
"Smith, Krista","Florida State University","","2022"
"Cruz Torres, Reynier","Lawrence Berkeley National Lab. (US)","","2022"
"Herman, Tomas","Czech Technical University  in Prague (CZ)","","2022"
"Scheid, Horst Sebastian","Goethe University Frankfurt (DE)","","2022"
"Kundu, Sourav","CERN","","2022"
"Ehlers, Raymond","University of California Berkeley (US)","","2022"
"Saetre, Jon-Are","University of Bergen (NO)","","2022"
"Perrin, Sebastien","Université Paris-Saclay (FR)","","2022"
"Dello Stritto, Luigi","Universita e INFN, Salerno (IT)","","2022"
"Bossi, Hannah","Yale University (US)","","2022"
"Moravcova, Zuzana","University of Copenhagen (DK)","","2022"
"Lim, Bong-Hwi","Pusan National University (KR)","","2022"
"Alcerro Alcerro, Luis","The University of Kansas (US)","","2022"
"Krizek, Filip","Czech Academy of Sciences (CZ)","","2022"
"Sun, Jiayin","Universita e INFN, Cagliari","","2022"
"Audurier, Benjamin","Centre national de la recherche scientifique","","2022"
"Ichikawa, Masaya","Kyoto Univ.","","2022"
"Lewicki, Maciej Piotr","Polish Academy of Sciences (PL)","","2022"
"Chen, Yi","Massachusetts Inst. of Technology (US)","","2022"
"Frajna, Eszter","Wigner Research Centre for Physics (Wigner RCP) (HU)","","2022"
"Haque, Md Rihan","Warsaw University of Technology (PL)","","2022"
"Morino, Yuhei","KEK","","2022"
"Ramirez Zaldivar, Dario Alberto","","","2022"
"Lymanets, Anton","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2022"
"Osborn, Joe","Oak Ridge National Laboratory","","2022"
"Li, Xuan","Los Alamos National Laboratory","","2022"
"sen, arindam","","","2022"
"Kleiner, Matthias","Goethe University Frankfurt (DE)","","2022"
"Rogoschinski, Tim Sebastian","Goethe University Frankfurt (DE)","","2022"
"Eisenhut, Florian","Goethe University Frankfurt (DE)","","2022"
"Sako, Hiroyuki","Japan Atomic Energy Agency","","2022"
"Seo, Jinjoo","Inha University (KR)","","2022"
"Lokos, Sandor","Institute of Nuclear Physics Polish Academy of Sciences (PL)","","2022"
"Shiroya, Mehulkumar","","","2022"
"Oya, Motomi","Hiroshima University (JP)","","2022"
"Wu, Shanjin","Peking University","","2022"
"Neidig, TIm","Goethe University Frankfurt ","","2022"
"Sun, Kai-Jia","Cyclotron Institute","","2022"
"Luo, Xiaofeng","Central China Normal University","","2022"
"Biswas, Deeptak","The Institute of Mathematical Sciences (IMSc)","","2022"
"Słoń, Patrycja","National Centre for Nuclear Research","","2022"
"Ciacco, Mario","Politecnico and INFN Torino (IT)","","2022"
"Li, Yang","","","2022"
"Lu, Tan","Institute of Modern Physics, Chinese Academy of Sciences","","2022"
"Vassiliev, Iouri","GSI","","2022"
"Staudenmaier, Jan","Goethe University Frankfurt","","2022"
"Khatun, Anisa","CEA, Paris-Saclay University","","2022"
"Lisa, Michael","","","2022"
"Hongo, Masaru","RIKEN","","2022"
"Fu, Baochi","","","2022"
"Buzzegoli, Matteo","","","2022"
"Kumar, Avdhesh","Indian Institute of Technology Gandhinagar","","2022"
"Steinberg, Peter Alan","Brookhaven National Laboratory (US)","","2022"
"Sickles, Anne Marie","Univ. Illinois at Urbana Champaign (US)","","2022"
"Neagu, Alexandra","University of Oslo (NO)","","2022"
"Del Grande, Raffaele","Technische Universitaet Muenchen (DE)","","2022"
"Vislavicius, Vytautas","University of Copenhagen (DK)","","2022"
"Tapia Araya, Sebastian","Illinois at Urbana","","2022"
"Fotakis, Jan","University of Frankfurt","","2022"
"Park, Sohyun","CERN","","2022"
"Sakai, Shingo","University of Tsukuba (JP)","","2022"
"DELORME, Stéphane","","","2022"
"Sheng, Tzu-An","Massachusetts Inst. of Technology (US)","","2022"
"Belin, Samuel","Universidade de Santiago de Compostela (ES)","","2022"
"Greiner, Carsten","Institut für Theoretische Physik, Goethe-Universität Frankfurt","","2022"
"van Hees, Hendrik","","","2022"
"Ko, Ho San","","","2022"
"Sadofyev, Andrey","Los Alamos National Laboratory, T-2","","2022"
"Hulcher, Zach","Stanford University","","2022"
"Stahl Leiton, Andre Govinda","CERN","","2022"
"Oh, Geonhee","University of Illinois at Chicago (US)","","2022"
"Stojanovic, Milan","Purdue University (US)","","2022"
"Jofrehei, Arash","University of Zurich (CH)","","2022"
"Lee, Kisoo","Korea University (KR)","","2022"
"Liu, Hui","","","2022"
"Konigstorfer, Stephan Alexander","Technische Universitaet Muenchen (DE)","","2022"
"Scomparin, Enrico","Universita e INFN Torino (IT)","","2022"
"Sun, Xu","University of Illinois at Chicago","","2022"
"Götz, Niklas","Institute for Theoretical Physics, Goethe University, Max-von-Laue-Strasse 1, 60438 Frankfurt am Main, Germany; 	Frankfurt Institute for Advanced Studies, Ruth-Moufang-Strasse 1, 60438 Frankfurt am Main, Germany","","2022"
"Wang, Quan","The University of Kansas (US)","","2022"
"Nonaka, Chiho","Hiroshima Univ., Nagoya Univ., Kobayashi-Maskawa Institute","","2022"
"Modarresi-Yazdi, Rouzbeh","McGill University","","2022"
"Li, Tianqi","South China Normal University (CN)","","2022"
"Ye, Zaochen","Rice University (US)","","2022"
"Jung, Jerome","Goethe University Frankfurt (DE)","","2022"
"Krintiras, Georgios","The University of Kansas (US)","","2022"
"Danisch, Meike Charlotte","Ruprecht Karls Universitaet Heidelberg (DE)","","2022"
"Wang, Jing","Massachusetts Inst. of Technology (US)","","2022"
"Faggin, Mattia","Universita e INFN, Padova (IT)","","2022"
"Epple, Eliane","Los Alamos National Laboratory (US)","","2022"
"Lee, Soohwan","Korea University (KR)","","2022"
"Hu, Qipeng","Lawrence Livermore Nat. Laboratory (US)","","2022"
"Vermunt, Lucas Anne","Utrecht University (NL)","","2022"
"Ivanytskyi, Oleksii","University of Wroclaw","","2022"
"Hippert Teixeira, Mauricio","University of Illinois at Urbana-Champaign","","2022"
"Loytainen, Topi","","","2022"
"Naskar, Kousik","Bhabha Atomic Research Centre (IN)","","2022"
"Boente García, Óscar","Universidade de Santiago de Compostela (ES)","","2022"
"Nadderd, Laslo","University of Belgrade (RS)","","2022"
"Mallick, Debasish","National Institute of Science Education and Research, India","","2022"
"Zhang, Yousen","Rice University (US)","","2022"
"Chen, Yu-Chen (Janice)","Massachusetts Institute of Technology","","2022"
"Perepelitsa, Dennis","University of Colorado Boulder","","2022"
"Andres, Carlota","LIP, Lisbon","","2022"
"Evdokimov, Olga","University of Illinois at Chicago (US)","","2022"
"Ortiz Velasquez, Antonio","Universidad Nacional Autonoma (MX)","","2022"
"Rinn, Timothy Thomas","Brookhaven National Laboratory","","2022"
"Mazeliauskas, Aleksas","CERN","","2022"
"Adhya, Souvik Priyam","Institute of Nuclear Physics, Polish Academy of Sciences","","2022"
"CHEN, WEI","CCNU","","2022"
"Rennecke, Fabian","Giessen University","","2022"
"Kimelman, Benjamin","","","2022"
"Zhang, Yu","Central China Normal University","","2022"
"Andronic, Anton","Westfaelische Wilhelms-Universitaet Muenster (DE)","","2022"
"Peng, Xinye","China University of Geosciences","","2022"
"Nijs, Govert","Massachusetts Institute of Technology","","2022"
"Zapp, Korinna","","","2022"
"Anderson, Derek","Texas A&M University","","2022"
"Wang, Xiao","University of Illinois at Chicago (US)","","2022"
"Mazzilli, Marianna","CERN","","2022"
"Viinikainen, Jussi","Vanderbilt University (US)","","2022"
"Beattie, Caitlin","Yale University (US)","","2022"
"Tatar, Kaya","CERN","","2022"
"Mc Ginn, Christopher","University of Colorado Boulder (US)","","2022"
"De Souza Lemos, Dener","University of Illinois at Chicago (US)","","2022"
"Liu, Alwina","University of California Berkeley (US)","","2022"
"Mantovani Sarti, Valentina","Technische Universitaet Muenchen (DE)","","2022"
"Komoltsev, Oleg","University of Stavanger","","2022"
"Marczenko, Michał","","","2022"
"Fukushima, Kenji","The University of Tokyo","","2022"
"Kreis, Lukas","GSI - Helmholtzzentrum für Schwerionenforschung GmbH (DE)","","2022"
"Bylinkin, Aleksandr","The University of Kansas (US)","","2022"
"Gilbert, Benjamin Jacob","Columbia University (US)","","2022"
"Chandra, Sinjini","Department of Atomic Energy (IN)","","2022"
"Behera, Subash Chandra","Indian Institute of Technology Madras (IN)","","2022"
"Ryblewski, Radoslaw","Institute of Nuclear Physics PAN","","2022"
"Singha, Subhash","Institute of Modern Physics Chinese Academy of Sciences","","2022"
"Micheletti, Luca","Universita e INFN Torino (IT)","","2022"
"Wagner, David","Goethe University Frankfurt","","2022"
"Spies, Simon","Johann-Wolfgang-Goethe Univ. (DE)","","2022"
"Botvina, Alexander","Univ. Frankfurt","","2022"
"Kumar, Amit","","","2022"
"Borsanyi, Szabolcs","","","2022"
"Schmidt, Christian","Bielefeld University","","2022"
"Rybicki, Andrzej","Polish Academy of Sciences (PL)","","2022"
"Schicho, Philipp","Helsinki Institute of Physics","","2022"
"An, Xin","University of North Carolina","","2022"
"Sorensen, Agnieszka","INT","","2022"
"Kapusta, Joseph","","","2022"
"Grossi, Eduardo","IPhT Saclay","","2022"
"Werthmann, Clemens","","","2022"
"Plumari, Salvatore","","","2022"
"Mäntysaari, Heikki","University of Jyväskylä","","2022"
"Soares Rocha, Gabriel","","","2022"
"Fu, Yu","Central China Normal University ","","2022"
"Citron, Zvi","Ben-Gurion University of the Negev (IL)","","2022"
"Otto, Jan-Hendrik","","","2022"
"Soudi, Ismail","Wayne State University","","2022"
"Soto Ontoso, Alba","IPhT","","2022"
"Jaiswal, Sunil","Tata Institute of Fundamental Research","","2022"
"Carrington, Margaret","","","2022"
"Roy, Diptanil","Rutgers University","","2022"
"Liu, Shuai","Hunan University","","2022"
"Grosa, Fabrizio","CERN","","2022"
"Taylor, Molly","Massachusetts Inst. of Technology (US)","","2022"
"Gardim, Fernando","Federal University of Alfenas","","2022"
"Samanta, Rupam","AGH University of Science and Technology","","2022"
"Seidlitz, Blair Daniel","University of Colorado Boulder (US)","","2022"
"Wong, Cheuk Ping","Los Alamos National Laboratory (US)","","2022"
"Kitazawa, Masakiyo","","","2022"
"Rustamov, Anar","GSI/NNRC","","2022"
"Singh, Pragya","","","2022"
"Oliva, Lucia","Institute for Theoretical Physics (ITP), Frankfurt am Main","","2022"
"Tuo, Shengquan","Vanderbilt University (US)","","2022"
"Horowitz, William","University of Cape Town","","2022"
"Lo, Pok Man","University of Wroclaw","","2022"
"Goswami, Jishnu","Bielefeld University","","2022"
"Bollweg, Dennis","Columbia University","","2022"
"Guenther, Jana N.","University of Wuppertal","","2022"
"Busza, Wit","Massachusetts Inst. of Technology (US)","","2022"
"Marcinek, Antoni","Polish Academy of Sciences (PL)","","2022"
"Tribedy, Prithwish","Brookhaven National Lab","","2022"
"Harabasz, Szymon","","","2022"
"Puccio, Maximiliano","CERN","","2022"
"Derendarz, Dominik Karol","Polish Academy of Sciences (PL)","","2022"
"Kim, Yongsun","Sejong University (KR)","","2022"
"Maurice, Emilie","Centre National de la Recherche Scientifique (FR)","","2022"
"Braun-Munzinger, Peter","GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)","","2022"
"Mueller, Berndt","","","2022"
"Gelis, Francois","","","2022"
"Dyndal, Mateusz","AGH UST Krakow","","2022"
"Vujanovic, Gojko","Wayne State University","","2022"
"Reygers, Klaus","Ruprecht Karls Universitaet Heidelberg (DE)","","2022"
"Zbroszczyk, Hanna","Warsaw University of Technology (PL)","","2022"
"Weickgenannt, Nora","Goethe University Frankfurt","","2022"
"Sarkar, Debojit","Wayne State University (US)","","2022"
"Wang, Fuqiang","Purdue University (US)","","2022"
"Nonaka, Toshihiro","University of Tsukuba","","2022"
"Bzdak, Adam","AGH University of Science and Technology, Poland","","2022"
"Ghiglieri, Jacopo","SUBATECH","","2022"
"Brewer, Jasmine Therese","CERN","","2022"
"Rybar, Martin","Charles University (CZ)","","2022"
"Klein, Jochen","CERN","","2022"
"Paakkinen, Petja Kalle Matias","Helsinki Institute of Physics (FI)","","2022"
"Paakkinen, Petja","","","2022"
"Durham, John Matthew","Los Alamos National Laboratory","","2022"
"He, Min","Nanjing University of Science & Technology","","2022"
"Terrevoli, Cristina","University of Houston (US)","","2022"
"Dexheimer, Veronica","Kent State University","","2022"
"Aarts, Gert","Swansea University","","2022"
"Cunqueiro Mendez, Leticia","Roma Sapienza University","","2022"
"Mohapatra, Soumya","Columbia University (US)","","2022"
"Spaliński, Michał","","","2022"
